72c44000-72c45000 rw-p 00000000 fd:08 1416                               /system/framework/boot-ext.vdex
72c45000-72c48000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72c48000-72c50000 r--p 00000000 fd:08 1399                               /system/framework/arm64/boot-telephony-common.oat
72c50000-72c5f000 rw-p 00000000 fd:08 1425                               /system/framework/boot-telephony-common.vdex
72c5f000-72c60000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72c60000-72c64000 r--p 00000000 fd:08 1405                               /system/framework/arm64/boot-voip-common.oat
72c64000-72c65000 r-xp 00004000 fd:08 1405                               /system/framework/arm64/boot-voip-common.oat
72c65000-72c68000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72c68000-72c6d000 rw-p 00000000 fd:08 1427                               /system/framework/boot-voip-common.vdex
72c6d000-72c70000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72c70000-72c74000 r--p 00000000 fd:08 1390                               /system/framework/arm64/boot-ims-common.oat
72c74000-72c76000 rw-p 00000000 fd:08 1422                               /system/framework/boot-ims-common.vdex
72c76000-72c78000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72c78000-72c7c000 r--p 00000000 fd:08 1384                               /system/framework/arm64/boot-framework-ondeviceintelligence-platform.oat
72c7c000-72c7d000 rw-p 00000000 fd:08 1420                               /system/framework/boot-framework-ondeviceintelligence-platform.vdex
72c7d000-72c80000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72c80000-72c84000 r--p 00000000 fd:08 1402                               /system/framework/arm64/boot-telephony-ext.oat
72c84000-72c85000 rw-p 00000000 fd:08 1426                               /system/framework/boot-telephony-ext.vdex
72c85000-72c88000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72c88000-72c8c000 r--p 00000000 fd:08 1396                               /system/framework/arm64/boot-oplus-fwk.oat
72c8c000-72c8d000 r-xp 00004000 fd:08 1396                               /system/framework/arm64/boot-oplus-fwk.oat
72c8d000-72c90000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72c90000-72c91000 rw-p 00000000 fd:08 1424                               /system/framework/boot-oplus-fwk.vdex
72c91000-72c94000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72c94000-72c98000 r--p 00000000 fd:08 1357                               /system/framework/arm64/boot-WfdCommon.oat
72c98000-72c99000 rw-p 00000000 fd:08 1411                               /system/framework/boot-WfdCommon.vdex
72c99000-72c9c000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72c9c000-72ccc000 r--p 00000000 fd:08 1366                               /system/framework/arm64/boot-core-icu4j.oat
72ccc000-72d91000 r-xp 00030000 fd:08 1366                               /system/framework/arm64/boot-core-icu4j.oat
72d91000-72d94000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72d94000-72d95000 rw-p 00000000 00:00 0                                  [anon:.bss]
72d95000-72d98000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72d98000-72da1000 rw-p 00000000 fd:08 1414                               /system/framework/boot-core-icu4j.vdex
72da1000-72da4000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
72da4000-737c4000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-framework-adservices.art]
737c4000-737e0000 r--p 00000000 fd:08 1375                               /system/framework/arm64/boot-framework-adservices.oat
737e0000-73818000 rw-p 00000000 fd:08 1417                               /system/framework/boot-framework-adservices.vdex
73818000-73ec3000 rw-p 00000000 00:00 0                                  [anon:dalvik-zygote space]
73ec3000-73ec5000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
73ec5000-76819000 ---p 00000000 00:00 0                                  [anon:dalvik-non moving space]
76819000-77818000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
ebad6000-ebad7000 ---p 00000000 00:00 0                                  [anon:dalvik-Sentinel fault page]
5aa39c6000-5aa39c8000 r--p 00000000 fd:08 224                            /system/bin/app_process64
5aa39c8000-5aa39ca000 r-xp 00002000 fd:08 224                            /system/bin/app_process64
5aa39ca000-5aa39cb000 r--p 00004000 fd:08 224                            /system/bin/app_process64
5aa39cb000-5aa39cc000 rw-p 00005000 fd:08 224                            /system/bin/app_process64
7400000000-7440000000 ---p 00000000 00:00 0                              [anon:dalvik-linear-alloc shadow map]
7440000000-7480000000 rw-p 00000000 00:00 0                              [anon:dalvik-LinearAlloc]
7497244000-7497570000 ---p 00000000 00:00 0 
7497570000-7497574000 rw-p 00000000 00:00 0 
7497574000-7498244000 ---p 00000000 00:00 0 
7498244000-74d8244000 ---p 00000000 00:00 0                              [anon:libwebview reservation]
74d8244000-74d82bd000 r--p 00000000 fd:19 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
74d82bd000-74d8324000 --xp 00079000 fd:19 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
74d8324000-74d83cf000 r-xp 000e0000 fd:19 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
74d83cf000-74d83df000 r--p 0018b000 fd:19 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
74d83df000-74d83e0000 rw-p 0019b000 fd:19 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
74d83e0000-74d83e8000 rw-p 00000000 00:00 0                              [anon:.bss]
74d843b000-74d85b0000 r--p 00000000 fd:19 68                             /apex/com.android.tethering/lib64/libmainlinecronet.141.0.7340.3.so
74d85b0000-74d8aa5000 r-xp 00175000 fd:19 68                             /apex/com.android.tethering/lib64/libmainlinecronet.141.0.7340.3.so
74d8aa5000-74d8ac8000 r--p 0066a000 fd:19 68                             /apex/com.android.tethering/lib64/libmainlinecronet.141.0.7340.3.so
74d8ac8000-74d8aca000 rw-p 0068d000 fd:19 68                             /apex/com.android.tethering/lib64/libmainlinecronet.141.0.7340.3.so
74d8aca000-74d8ad3000 rw-p 00000000 00:00 0                              [anon:.bss]
74d8c00000-74dca00000 ---p 00000000 00:00 0 
74dcb01000-74dcb21000 r--p 00000000 fd:19 76                             /apex/com.android.tethering/lib64/stable_cronet_libpki.so
74dcb21000-74dcb74000 r-xp 00020000 fd:19 76                             /apex/com.android.tethering/lib64/stable_cronet_libpki.so
74dcb74000-74dcb77000 r--p 00073000 fd:19 76                             /apex/com.android.tethering/lib64/stable_cronet_libpki.so
74dcb77000-74dcb78000 rw-p 00076000 fd:19 76                             /apex/com.android.tethering/lib64/stable_cronet_libpki.so
74dcb78000-74dcb79000 rw-p 00000000 00:00 0                              [anon:.bss]
74dcbb2000-74dcc9a000 r--p 00000000 fd:0e 11112491                       /vendor/lib64/egl/libGLESv2_adreno.so
74dcc9a000-74dcfca000 r-xp 000e8000 fd:0e 11112491                       /vendor/lib64/egl/libGLESv2_adreno.so
74dcfca000-74dcfd4000 r--p 00418000 fd:0e 11112491                       /vendor/lib64/egl/libGLESv2_adreno.so
74dcfd4000-74dcfdd000 rw-p 00421000 fd:0e 11112491                       /vendor/lib64/egl/libGLESv2_adreno.so
74dcfdd000-74dcff9000 rw-p 00000000 00:00 0                              [anon:.bss]
74dd000000-74dd200000 ---p 00000000 00:00 0 
74dd201000-74dd37b000 r--p 00000000 fd:0e 10996224                       /vendor/lib64/libllvm-glnext.so
74dd37b000-74ddf7a000 r-xp 0017a000 fd:0e 10996224                       /vendor/lib64/libllvm-glnext.so
74ddf7a000-74ddfb5000 r--p 00d79000 fd:0e 10996224                       /vendor/lib64/libllvm-glnext.so
74ddfb5000-74ddfbd000 rw-p 00db3000 fd:0e 10996224                       /vendor/lib64/libllvm-glnext.so
74ddfbd000-74ddfef000 rw-p 00000000 00:00 0                              [anon:.bss]
74de000000-74e0400000 ---p 00000000 00:00 0 
74e044a000-74e0506000 r--p 00000000 fd:0e 10996015                       /vendor/lib64/libgsl.so
74e0506000-74e0652000 r-xp 000bc000 fd:0e 10996015                       /vendor/lib64/libgsl.so
74e0652000-74e0653000 r--p 00208000 fd:0e 10996015                       /vendor/lib64/libgsl.so
74e0653000-74e0654000 rw-p 00208000 fd:0e 10996015                       /vendor/lib64/libgsl.so
74e0654000-74e0656000 rw-p 00000000 00:00 0                              [anon:.bss]
74e06e3000-74e06e4000 r--p 00000000 fd:08 2712                           /system/lib64/libwebviewchromium_loader.so
74e06e4000-74e06e5000 r-xp 00001000 fd:08 2712                           /system/lib64/libwebviewchromium_loader.so
74e06e5000-74e06e6000 r--p 00002000 fd:08 2712                           /system/lib64/libwebviewchromium_loader.so
74e06e6000-74e06e7000 rw-p 00000000 00:00 0                              [anon:.bss]
74e0700000-74e0725000 r--p 00000000 fd:19 77                             /apex/com.android.tethering/lib64/stable_cronet_libssl.so
74e0725000-74e0779000 r-xp 00025000 fd:19 77                             /apex/com.android.tethering/lib64/stable_cronet_libssl.so
74e0779000-74e077c000 r--p 00079000 fd:19 77                             /apex/com.android.tethering/lib64/stable_cronet_libssl.so
74e077c000-74e077d000 rw-p 0007c000 fd:19 77                             /apex/com.android.tethering/lib64/stable_cronet_libssl.so
74e07a0000-74e07a5000 r--p 00000000 fd:08 2398                           /system/lib64/libcompiler_rt.so
74e07a5000-74e07ad000 r-xp 00005000 fd:08 2398                           /system/lib64/libcompiler_rt.so
74e07ad000-74e07ae000 r--p 0000d000 fd:08 2398                           /system/lib64/libcompiler_rt.so
74e07c9000-74e07cf000 r--p 00000000 fd:0e 11112479                       /vendor/lib64/egl/eglSubDriverAndroid.so
74e07cf000-74e07d9000 r-xp 00006000 fd:0e 11112479                       /vendor/lib64/egl/eglSubDriverAndroid.so
74e07d9000-74e07db000 r--p 00010000 fd:0e 11112479                       /vendor/lib64/egl/eglSubDriverAndroid.so
74e07db000-74e07dc000 rw-p 00011000 fd:0e 11112479                       /vendor/lib64/egl/eglSubDriverAndroid.so
74e0800000-74e1c00000 ---p 00000000 00:00 0 
74e1c43000-74e1c4f000 r--p 00000000 fd:0e 10999010                       /vendor/lib64/vendor.qti.hardware.display.mapper@2.0.so
74e1c4f000-74e1c5c000 r-xp 0000c000 fd:0e 10999010                       /vendor/lib64/vendor.qti.hardware.display.mapper@2.0.so
74e1c5c000-74e1c5f000 r--p 00019000 fd:0e 10999010                       /vendor/lib64/vendor.qti.hardware.display.mapper@2.0.so
74e1c5f000-74e1c60000 rw-p 0001c000 fd:0e 10999010                       /vendor/lib64/vendor.qti.hardware.display.mapper@2.0.so
74e1c82000-74e1c93000 r--p 00000000 fd:0e 11112485                       /vendor/lib64/egl/libGLESv1_CM_adreno.so
74e1c93000-74e1cba000 r-xp 00011000 fd:0e 11112485                       /vendor/lib64/egl/libGLESv1_CM_adreno.so
74e1cba000-74e1cbb000 r--p 00038000 fd:0e 11112485                       /vendor/lib64/egl/libGLESv1_CM_adreno.so
74e1cbb000-74e1cbc000 rw-p 00038000 fd:0e 11112485                       /vendor/lib64/egl/libGLESv1_CM_adreno.so
74e1cbc000-74e1cbd000 rw-p 00000000 00:00 0                              [anon:.bss]
74e1cc4000-74e1ccc000 r--p 00000000 fd:0e 10998651                       /vendor/lib64/libz.so
74e1ccc000-74e1cdc000 r-xp 00008000 fd:0e 10998651                       /vendor/lib64/libz.so
74e1cdc000-74e1cdd000 r--p 00018000 fd:0e 10998651                       /vendor/lib64/libz.so
74e1cdd000-74e1cde000 rw-p 00000000 00:00 0                              [anon:.bss]
74e1d29000-74e1d2e000 r--p 00000000 fd:0e 11112482                       /vendor/lib64/egl/libEGL_adreno.so
74e1d2e000-74e1d32000 r-xp 00005000 fd:0e 11112482                       /vendor/lib64/egl/libEGL_adreno.so
74e1d32000-74e1d33000 r--p 00009000 fd:0e 11112482                       /vendor/lib64/egl/libEGL_adreno.so
74e1d33000-74e1d34000 rw-p 00009000 fd:0e 11112482                       /vendor/lib64/egl/libEGL_adreno.so
74e1d62000-74e1d69000 r--p 00000000 fd:0e 10994281                       /vendor/lib64/libadreno_utils.so
74e1d69000-74e1d75000 r-xp 00007000 fd:0e 10994281                       /vendor/lib64/libadreno_utils.so
74e1d75000-74e1d76000 r--p 00013000 fd:0e 10994281                       /vendor/lib64/libadreno_utils.so
74e1d76000-74e1d77000 rw-p 00013000 fd:0e 10994281                       /vendor/lib64/libadreno_utils.so
74e1d77000-74e1d79000 rw-p 00000000 00:00 0                              [anon:.bss]
74e1d8d000-74e1d97000 r--p 00000000 fd:0e 11241663                       /vendor/lib64/hw/android.hardware.graphics.mapper@4.0-impl-qti-display.so
74e1d97000-74e1d9f000 r-xp 0000a000 fd:0e 11241663                       /vendor/lib64/hw/android.hardware.graphics.mapper@4.0-impl-qti-display.so
74e1d9f000-74e1da1000 r--p 00012000 fd:0e 11241663                       /vendor/lib64/hw/android.hardware.graphics.mapper@4.0-impl-qti-display.so
74e1da1000-74e1da2000 rw-p 00000000 00:00 0                              [anon:.bss]
74e1dce000-74e1ddc000 r--p 00000000 fd:0e 10999020                       /vendor/lib64/vendor.qti.hardware.display.mapper@4.0.so
74e1ddc000-74e1deb000 r-xp 0000e000 fd:0e 10999020                       /vendor/lib64/vendor.qti.hardware.display.mapper@4.0.so
74e1deb000-74e1dee000 r--p 0001d000 fd:0e 10999020                       /vendor/lib64/vendor.qti.hardware.display.mapper@4.0.so
74e1dee000-74e1def000 rw-p 00020000 fd:0e 10999020                       /vendor/lib64/vendor.qti.hardware.display.mapper@4.0.so
74e1e10000-74e1e8b000 r--p 00000000 fd:0e 10994816                       /vendor/lib64/libc++.so
74e1e8b000-74e1e8e000 ---p 00000000 00:00 0 
74e1e8e000-74e1f1a000 r-xp 0007a000 fd:0e 10994816                       /vendor/lib64/libc++.so
74e1f1a000-74e1f1d000 ---p 00000000 00:00 0 
74e1f1d000-74e1f25000 r--p 00105000 fd:0e 10994816                       /vendor/lib64/libc++.so
74e1f25000-74e1f28000 ---p 00000000 00:00 0 
74e1f28000-74e1f29000 rw-p 0010c000 fd:0e 10994816                       /vendor/lib64/libc++.so
74e1f29000-74e1f30000 rw-p 00000000 00:00 0                              [anon:.bss]
74e1f65000-74e1f66000 r--p 00000000 fd:0e 10993582                       /vendor/lib64/android.hardware.graphics.common@1.0.so
74e1f66000-74e1f67000 r-xp 00001000 fd:0e 10993582                       /vendor/lib64/android.hardware.graphics.common@1.0.so
74e1f67000-74e1f68000 r--p 00002000 fd:0e 10993582                       /vendor/lib64/android.hardware.graphics.common@1.0.so
74e1f87000-74e1f88000 r--p 00000000 fd:0e 10996107                       /vendor/lib64/libion.so
74e1f88000-74e1f8a000 r-xp 00001000 fd:0e 10996107                       /vendor/lib64/libion.so
74e1f8a000-74e1f8b000 r--p 00003000 fd:0e 10996107                       /vendor/lib64/libion.so
74e1f8b000-74e1f8c000 rw-p 00000000 00:00 0                              [anon:.bss]
74e1ff5000-74e1ff8000 r--p 00000000 fd:0e 10996000                       /vendor/lib64/libgralloc.qti.so
74e1ff8000-74e1ffb000 r-xp 00003000 fd:0e 10996000                       /vendor/lib64/libgralloc.qti.so
74e1ffb000-74e1ffc000 r--p 00006000 fd:0e 10996000                       /vendor/lib64/libgralloc.qti.so
74e1ffc000-74e1ffd000 rw-p 00000000 00:00 0                              [anon:.bss]
74e2000000-74e2009000 r--p 00000000 fd:0e 10995002                       /vendor/lib64/libcutils.so
74e2009000-74e2014000 r-xp 00009000 fd:0e 10995002                       /vendor/lib64/libcutils.so
74e2014000-74e2016000 r--p 00014000 fd:0e 10995002                       /vendor/lib64/libcutils.so
74e2016000-74e2017000 rw-p 00016000 fd:0e 10995002                       /vendor/lib64/libcutils.so
74e2077000-74e2078000 r--p 00000000 fd:0e 10996051                       /vendor/lib64/libhardware.so
74e2078000-74e2079000 r-xp 00001000 fd:0e 10996051                       /vendor/lib64/libhardware.so
74e2079000-74e207a000 r--p 00002000 fd:0e 10996051                       /vendor/lib64/libhardware.so
74e20a2000-74e20a4000 r--p 00000000 fd:0e 10993533                       /vendor/lib64/android.hardware.common-V2-ndk.so
74e20a4000-74e20a5000 r-xp 00002000 fd:0e 10993533                       /vendor/lib64/android.hardware.common-V2-ndk.so
74e20a5000-74e20a6000 r--p 00003000 fd:0e 10993533                       /vendor/lib64/android.hardware.common-V2-ndk.so
74e20a6000-74e20a7000 rw-p 00004000 fd:0e 10993533                       /vendor/lib64/android.hardware.common-V2-ndk.so
74e20cd000-74e210d000 r--p 00000000 fd:0e 10996070                       /vendor/lib64/libhidlbase.so
74e210d000-74e216f000 r-xp 00040000 fd:0e 10996070                       /vendor/lib64/libhidlbase.so
74e216f000-74e217a000 r--p 000a2000 fd:0e 10996070                       /vendor/lib64/libhidlbase.so
74e217a000-74e217b000 rw-p 000ad000 fd:0e 10996070                       /vendor/lib64/libhidlbase.so
74e2194000-74e21a5000 r--p 00000000 fd:0e 10999034                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.2.so
74e21a5000-74e21b7000 r-xp 00011000 fd:0e 10999034                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.2.so
74e21b7000-74e21ba000 r--p 00023000 fd:0e 10999034                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.2.so
74e21ba000-74e21bb000 rw-p 00026000 fd:0e 10999034                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.2.so
74e21d8000-74e21e3000 r--p 00000000 fd:0e 10993628                       /vendor/lib64/android.hardware.graphics.mapper@2.1.so
74e21e3000-74e21ef000 r-xp 0000b000 fd:0e 10993628                       /vendor/lib64/android.hardware.graphics.mapper@2.1.so
74e21ef000-74e21f1000 r--p 00017000 fd:0e 10993628                       /vendor/lib64/android.hardware.graphics.mapper@2.1.so
74e21f1000-74e21f2000 rw-p 00019000 fd:0e 10993628                       /vendor/lib64/android.hardware.graphics.mapper@2.1.so
74e2212000-74e2214000 r--p 00000000 fd:0e 10998139                       /vendor/lib64/libqdMetaData.so
74e2214000-74e2217000 r-xp 00002000 fd:0e 10998139                       /vendor/lib64/libqdMetaData.so
74e2217000-74e2218000 r--p 00005000 fd:0e 10998139                       /vendor/lib64/libqdMetaData.so
74e2218000-74e2219000 rw-p 00000000 00:00 0                              [anon:.bss]
74e2257000-74e2263000 r--p 00000000 fd:0e 10993633                       /vendor/lib64/android.hardware.graphics.mapper@3.0.so
74e2263000-74e2271000 r-xp 0000c000 fd:0e 10993633                       /vendor/lib64/android.hardware.graphics.mapper@3.0.so
74e2271000-74e2273000 r--p 0001a000 fd:0e 10993633                       /vendor/lib64/android.hardware.graphics.mapper@3.0.so
74e2273000-74e2274000 rw-p 0001c000 fd:0e 10993633                       /vendor/lib64/android.hardware.graphics.mapper@3.0.so
74e22bc000-74e22bd000 r--p 00000000 fd:0e 10993588                       /vendor/lib64/android.hardware.graphics.common@1.2.so
74e22bd000-74e22be000 r-xp 00001000 fd:0e 10993588                       /vendor/lib64/android.hardware.graphics.common@1.2.so
74e22be000-74e22bf000 r--p 00002000 fd:0e 10993588                       /vendor/lib64/android.hardware.graphics.common@1.2.so
74e22d4000-74e22e3000 r--p 00000000 fd:0e 10993638                       /vendor/lib64/android.hardware.graphics.mapper@4.0.so
74e22e3000-74e22f7000 r-xp 0000f000 fd:0e 10993638                       /vendor/lib64/android.hardware.graphics.mapper@4.0.so
74e22f7000-74e22fa000 r--p 00023000 fd:0e 10993638                       /vendor/lib64/android.hardware.graphics.mapper@4.0.so
74e22fa000-74e22fb000 rw-p 00026000 fd:0e 10993638                       /vendor/lib64/android.hardware.graphics.mapper@4.0.so
74e2304000-74e2314000 r--p 00000000 fd:0e 10999029                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.1.so
74e2314000-74e2325000 r-xp 00010000 fd:0e 10999029                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.1.so
74e2325000-74e2328000 r--p 00021000 fd:0e 10999029                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.1.so
74e2328000-74e2329000 rw-p 00024000 fd:0e 10999029                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.1.so
74e234c000-74e2354000 r--p 00000000 fd:0e 10996007                       /vendor/lib64/libgralloctypes.so
74e2354000-74e235f000 r-xp 00008000 fd:0e 10996007                       /vendor/lib64/libgralloctypes.so
74e235f000-74e2360000 r--p 00013000 fd:0e 10996007                       /vendor/lib64/libgralloctypes.so
74e2360000-74e2361000 rw-p 00000000 00:00 0                              [anon:.bss]
74e2382000-74e2390000 r--p 00000000 fd:0e 10994729                       /vendor/lib64/libbase.so
74e2390000-74e23b4000 r-xp 0000e000 fd:0e 10994729                       /vendor/lib64/libbase.so
74e23b4000-74e23b5000 r--p 00032000 fd:0e 10994729                       /vendor/lib64/libbase.so
74e23b5000-74e23b6000 rw-p 00033000 fd:0e 10994729                       /vendor/lib64/libbase.so
74e23d8000-74e23d9000 r--p 00000000 fd:0e 10993585                       /vendor/lib64/android.hardware.graphics.common@1.1.so
74e23d9000-74e23da000 r-xp 00001000 fd:0e 10993585                       /vendor/lib64/android.hardware.graphics.common@1.1.so
74e23da000-74e23db000 r--p 00002000 fd:0e 10993585                       /vendor/lib64/android.hardware.graphics.common@1.1.so
74e240c000-74e2418000 r--p 00000000 fd:0e 10999015                       /vendor/lib64/vendor.qti.hardware.display.mapper@3.0.so
74e2418000-74e2425000 r-xp 0000c000 fd:0e 10999015                       /vendor/lib64/vendor.qti.hardware.display.mapper@3.0.so
74e2425000-74e2427000 r--p 00019000 fd:0e 10999015                       /vendor/lib64/vendor.qti.hardware.display.mapper@3.0.so
