730f8000-730f9000 rw-p 00000000 fd:02 1416                               /system/framework/boot-ext.vdex
730f9000-730fc000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
730fc000-73104000 r--p 00000000 fd:02 1399                               /system/framework/arm64/boot-telephony-common.oat
73104000-73113000 rw-p 00000000 fd:02 1425                               /system/framework/boot-telephony-common.vdex
73113000-73114000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
73114000-73118000 r--p 00000000 fd:02 1405                               /system/framework/arm64/boot-voip-common.oat
73118000-73119000 r-xp 00004000 fd:02 1405                               /system/framework/arm64/boot-voip-common.oat
73119000-7311c000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
7311c000-73121000 rw-p 00000000 fd:02 1427                               /system/framework/boot-voip-common.vdex
73121000-73124000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
73124000-73128000 r--p 00000000 fd:02 1390                               /system/framework/arm64/boot-ims-common.oat
73128000-7312a000 rw-p 00000000 fd:02 1422                               /system/framework/boot-ims-common.vdex
7312a000-7312c000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
7312c000-73130000 r--p 00000000 fd:02 1384                               /system/framework/arm64/boot-framework-ondeviceintelligence-platform.oat
73130000-73131000 rw-p 00000000 fd:02 1420                               /system/framework/boot-framework-ondeviceintelligence-platform.vdex
73131000-73134000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
73134000-73138000 r--p 00000000 fd:02 1402                               /system/framework/arm64/boot-telephony-ext.oat
73138000-73139000 rw-p 00000000 fd:02 1426                               /system/framework/boot-telephony-ext.vdex
73139000-7313c000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
7313c000-73140000 r--p 00000000 fd:02 1396                               /system/framework/arm64/boot-oplus-fwk.oat
73140000-73141000 r-xp 00004000 fd:02 1396                               /system/framework/arm64/boot-oplus-fwk.oat
73141000-73144000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
73144000-73145000 rw-p 00000000 fd:02 1424                               /system/framework/boot-oplus-fwk.vdex
73145000-73148000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
73148000-7314c000 r--p 00000000 fd:02 1357                               /system/framework/arm64/boot-WfdCommon.oat
7314c000-7314d000 rw-p 00000000 fd:02 1411                               /system/framework/boot-WfdCommon.vdex
7314d000-73150000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
73150000-73180000 r--p 00000000 fd:02 1366                               /system/framework/arm64/boot-core-icu4j.oat
73180000-73245000 r-xp 00030000 fd:02 1366                               /system/framework/arm64/boot-core-icu4j.oat
73245000-73248000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
73248000-73249000 rw-p 00000000 00:00 0                                  [anon:.bss]
73249000-7324c000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
7324c000-73255000 rw-p 00000000 fd:02 1414                               /system/framework/boot-core-icu4j.vdex
73255000-73258000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
73258000-73c78000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-framework-adservices.art]
73c78000-73c94000 r--p 00000000 fd:02 1375                               /system/framework/arm64/boot-framework-adservices.oat
73c94000-73ccc000 rw-p 00000000 fd:02 1417                               /system/framework/boot-framework-adservices.vdex
73ccc000-74377000 rw-p 00000000 00:00 0                                  [anon:dalvik-zygote space]
74377000-74379000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
74379000-76ccd000 ---p 00000000 00:00 0                                  [anon:dalvik-non moving space]
76ccd000-77ccc000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
ebad6000-ebad7000 ---p 00000000 00:00 0                                  [anon:dalvik-Sentinel fault page]
61eb602000-61eb604000 r--p 00000000 fd:02 224                            /system/bin/app_process64
61eb604000-61eb606000 r-xp 00002000 fd:02 224                            /system/bin/app_process64
61eb606000-61eb607000 r--p 00004000 fd:02 224                            /system/bin/app_process64
61eb607000-61eb608000 rw-p 00005000 fd:02 224                            /system/bin/app_process64
7b40000000-7b80000000 ---p 00000000 00:00 0                              [anon:dalvik-linear-alloc shadow map]
7b80000000-7bc0000000 rw-p 00000000 00:00 0                              [anon:dalvik-LinearAlloc]
7bf6647000-7bf6844000 ---p 00000000 00:00 0 
7bf6844000-7bf6848000 rw-p 00000000 00:00 0 
7bf6848000-7bf7647000 ---p 00000000 00:00 0 
7bf7647000-7c37647000 ---p 00000000 00:00 0                              [anon:libwebview reservation]
7c37647000-7c376c0000 r--p 00000000 fd:13 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
7c376c0000-7c37727000 --xp 00079000 fd:13 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
7c37727000-7c377d2000 r-xp 000e0000 fd:13 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
7c377d2000-7c377e2000 r--p 0018b000 fd:13 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
7c377e2000-7c377e3000 rw-p 0019b000 fd:13 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
7c377e3000-7c377eb000 rw-p 00000000 00:00 0                              [anon:.bss]
7c37800000-7c38c00000 ---p 00000000 00:00 0 
7c38cc3000-7c38e38000 r--p 00000000 fd:13 68                             /apex/com.android.tethering/lib64/libmainlinecronet.141.0.7340.3.so
7c38e38000-7c3932d000 r-xp 00175000 fd:13 68                             /apex/com.android.tethering/lib64/libmainlinecronet.141.0.7340.3.so
7c3932d000-7c39350000 r--p 0066a000 fd:13 68                             /apex/com.android.tethering/lib64/libmainlinecronet.141.0.7340.3.so
7c39350000-7c39352000 rw-p 0068d000 fd:13 68                             /apex/com.android.tethering/lib64/libmainlinecronet.141.0.7340.3.so
7c39352000-7c3935b000 rw-p 00000000 00:00 0                              [anon:.bss]
7c39400000-7c3b800000 ---p 00000000 00:00 0 
7c3b804000-7c3b97e000 r--p 00000000 fd:04 10996224                       /vendor/lib64/libllvm-glnext.so
7c3b97e000-7c3c57d000 r-xp 0017a000 fd:04 10996224                       /vendor/lib64/libllvm-glnext.so
7c3c57d000-7c3c5b8000 r--p 00d79000 fd:04 10996224                       /vendor/lib64/libllvm-glnext.so
7c3c5b8000-7c3c5c0000 rw-p 00db3000 fd:04 10996224                       /vendor/lib64/libllvm-glnext.so
7c3c5c0000-7c3c5f2000 rw-p 00000000 00:00 0                              [anon:.bss]
7c3c600000-7c3ec00000 ---p 00000000 00:00 0 
7c3ecb5000-7c3ed9d000 r--p 00000000 fd:04 11112491                       /vendor/lib64/egl/libGLESv2_adreno.so
7c3ed9d000-7c3f0cd000 r-xp 000e8000 fd:04 11112491                       /vendor/lib64/egl/libGLESv2_adreno.so
7c3f0cd000-7c3f0d7000 r--p 00418000 fd:04 11112491                       /vendor/lib64/egl/libGLESv2_adreno.so
7c3f0d7000-7c3f0e0000 rw-p 00421000 fd:04 11112491                       /vendor/lib64/egl/libGLESv2_adreno.so
7c3f0e0000-7c3f0fc000 rw-p 00000000 00:00 0                              [anon:.bss]
7c3f200000-7c3fa00000 ---p 00000000 00:00 0 
7c3fa4a000-7c3fa4b000 r--p 00000000 fd:02 2712                           /system/lib64/libwebviewchromium_loader.so
7c3fa4b000-7c3fa4c000 r-xp 00001000 fd:02 2712                           /system/lib64/libwebviewchromium_loader.so
7c3fa4c000-7c3fa4d000 r--p 00002000 fd:02 2712                           /system/lib64/libwebviewchromium_loader.so
7c3fa4d000-7c3fa4e000 rw-p 00000000 00:00 0                              [anon:.bss]
7c3fa80000-7c3faa5000 r--p 00000000 fd:13 77                             /apex/com.android.tethering/lib64/stable_cronet_libssl.so
7c3faa5000-7c3faf9000 r-xp 00025000 fd:13 77                             /apex/com.android.tethering/lib64/stable_cronet_libssl.so
7c3faf9000-7c3fafc000 r--p 00079000 fd:13 77                             /apex/com.android.tethering/lib64/stable_cronet_libssl.so
7c3fafc000-7c3fafd000 rw-p 0007c000 fd:13 77                             /apex/com.android.tethering/lib64/stable_cronet_libssl.so
7c3fb04000-7c3fb24000 r--p 00000000 fd:13 76                             /apex/com.android.tethering/lib64/stable_cronet_libpki.so
7c3fb24000-7c3fb77000 r-xp 00020000 fd:13 76                             /apex/com.android.tethering/lib64/stable_cronet_libpki.so
7c3fb77000-7c3fb7a000 r--p 00073000 fd:13 76                             /apex/com.android.tethering/lib64/stable_cronet_libpki.so
7c3fb7a000-7c3fb7b000 rw-p 00076000 fd:13 76                             /apex/com.android.tethering/lib64/stable_cronet_libpki.so
7c3fb7b000-7c3fb7c000 rw-p 00000000 00:00 0                              [anon:.bss]
7c3fba7000-7c3fbac000 r--p 00000000 fd:02 2398                           /system/lib64/libcompiler_rt.so
7c3fbac000-7c3fbb4000 r-xp 00005000 fd:02 2398                           /system/lib64/libcompiler_rt.so
7c3fbb4000-7c3fbb5000 r--p 0000d000 fd:02 2398                           /system/lib64/libcompiler_rt.so
7c3fbef000-7c3fcab000 r--p 00000000 fd:04 10996015                       /vendor/lib64/libgsl.so
7c3fcab000-7c3fdf7000 r-xp 000bc000 fd:04 10996015                       /vendor/lib64/libgsl.so
7c3fdf7000-7c3fdf8000 r--p 00208000 fd:04 10996015                       /vendor/lib64/libgsl.so
7c3fdf8000-7c3fdf9000 rw-p 00208000 fd:04 10996015                       /vendor/lib64/libgsl.so
7c3fdf9000-7c3fdfb000 rw-p 00000000 00:00 0                              [anon:.bss]
7c3fe00000-7c42c00000 ---p 00000000 00:00 0 
7c42c47000-7c42c53000 r--p 00000000 fd:04 10999010                       /vendor/lib64/vendor.qti.hardware.display.mapper@2.0.so
7c42c53000-7c42c60000 r-xp 0000c000 fd:04 10999010                       /vendor/lib64/vendor.qti.hardware.display.mapper@2.0.so
7c42c60000-7c42c63000 r--p 00019000 fd:04 10999010                       /vendor/lib64/vendor.qti.hardware.display.mapper@2.0.so
7c42c63000-7c42c64000 rw-p 0001c000 fd:04 10999010                       /vendor/lib64/vendor.qti.hardware.display.mapper@2.0.so
7c42c98000-7c42c9e000 r--p 00000000 fd:04 11112479                       /vendor/lib64/egl/eglSubDriverAndroid.so
7c42c9e000-7c42ca8000 r-xp 00006000 fd:04 11112479                       /vendor/lib64/egl/eglSubDriverAndroid.so
7c42ca8000-7c42caa000 r--p 00010000 fd:04 11112479                       /vendor/lib64/egl/eglSubDriverAndroid.so
7c42caa000-7c42cab000 rw-p 00011000 fd:04 11112479                       /vendor/lib64/egl/eglSubDriverAndroid.so
7c42cc2000-7c42cd3000 r--p 00000000 fd:04 11112485                       /vendor/lib64/egl/libGLESv1_CM_adreno.so
7c42cd3000-7c42cfa000 r-xp 00011000 fd:04 11112485                       /vendor/lib64/egl/libGLESv1_CM_adreno.so
7c42cfa000-7c42cfb000 r--p 00038000 fd:04 11112485                       /vendor/lib64/egl/libGLESv1_CM_adreno.so
7c42cfb000-7c42cfc000 rw-p 00038000 fd:04 11112485                       /vendor/lib64/egl/libGLESv1_CM_adreno.so
7c42cfc000-7c42cfd000 rw-p 00000000 00:00 0                              [anon:.bss]
7c42d25000-7c42d2a000 r--p 00000000 fd:04 11112482                       /vendor/lib64/egl/libEGL_adreno.so
7c42d2a000-7c42d2e000 r-xp 00005000 fd:04 11112482                       /vendor/lib64/egl/libEGL_adreno.so
7c42d2e000-7c42d2f000 r--p 00009000 fd:04 11112482                       /vendor/lib64/egl/libEGL_adreno.so
7c42d2f000-7c42d30000 rw-p 00009000 fd:04 11112482                       /vendor/lib64/egl/libEGL_adreno.so
7c42d52000-7c42d5a000 r--p 00000000 fd:04 10998651                       /vendor/lib64/libz.so
7c42d5a000-7c42d6a000 r-xp 00008000 fd:04 10998651                       /vendor/lib64/libz.so
7c42d6a000-7c42d6b000 r--p 00018000 fd:04 10998651                       /vendor/lib64/libz.so
7c42d6b000-7c42d6c000 rw-p 00000000 00:00 0                              [anon:.bss]
7c42d9b000-7c42da2000 r--p 00000000 fd:04 10994281                       /vendor/lib64/libadreno_utils.so
7c42da2000-7c42dae000 r-xp 00007000 fd:04 10994281                       /vendor/lib64/libadreno_utils.so
7c42dae000-7c42daf000 r--p 00013000 fd:04 10994281                       /vendor/lib64/libadreno_utils.so
7c42daf000-7c42db0000 rw-p 00013000 fd:04 10994281                       /vendor/lib64/libadreno_utils.so
7c42db0000-7c42db2000 rw-p 00000000 00:00 0                              [anon:.bss]
7c42dce000-7c42dd8000 r--p 00000000 fd:04 11241663                       /vendor/lib64/hw/android.hardware.graphics.mapper@4.0-impl-qti-display.so
7c42dd8000-7c42de0000 r-xp 0000a000 fd:04 11241663                       /vendor/lib64/hw/android.hardware.graphics.mapper@4.0-impl-qti-display.so
7c42de0000-7c42de2000 r--p 00012000 fd:04 11241663                       /vendor/lib64/hw/android.hardware.graphics.mapper@4.0-impl-qti-display.so
7c42de2000-7c42de3000 rw-p 00000000 00:00 0                              [anon:.bss]
7c42e03000-7c42e11000 r--p 00000000 fd:04 10999020                       /vendor/lib64/vendor.qti.hardware.display.mapper@4.0.so
7c42e11000-7c42e20000 r-xp 0000e000 fd:04 10999020                       /vendor/lib64/vendor.qti.hardware.display.mapper@4.0.so
7c42e20000-7c42e23000 r--p 0001d000 fd:04 10999020                       /vendor/lib64/vendor.qti.hardware.display.mapper@4.0.so
7c42e23000-7c42e24000 rw-p 00020000 fd:04 10999020                       /vendor/lib64/vendor.qti.hardware.display.mapper@4.0.so
7c42e72000-7c42e73000 r--p 00000000 fd:04 10993582                       /vendor/lib64/android.hardware.graphics.common@1.0.so
7c42e73000-7c42e74000 r-xp 00001000 fd:04 10993582                       /vendor/lib64/android.hardware.graphics.common@1.0.so
7c42e74000-7c42e75000 r--p 00002000 fd:04 10993582                       /vendor/lib64/android.hardware.graphics.common@1.0.so
7c42e81000-7c42e8f000 r--p 00000000 fd:04 10998521                       /vendor/lib64/libutils.so
7c42e8f000-7c42ea1000 r-xp 0000e000 fd:04 10998521                       /vendor/lib64/libutils.so
7c42ea1000-7c42ea2000 r--p 00020000 fd:04 10998521                       /vendor/lib64/libutils.so
7c42ea2000-7c42ea3000 rw-p 00021000 fd:04 10998521                       /vendor/lib64/libutils.so
7c42ecf000-7c42edb000 r--p 00000000 fd:04 10993633                       /vendor/lib64/android.hardware.graphics.mapper@3.0.so
7c42edb000-7c42ee9000 r-xp 0000c000 fd:04 10993633                       /vendor/lib64/android.hardware.graphics.mapper@3.0.so
7c42ee9000-7c42eeb000 r--p 0001a000 fd:04 10993633                       /vendor/lib64/android.hardware.graphics.mapper@3.0.so
7c42eeb000-7c42eec000 rw-p 0001c000 fd:04 10993633                       /vendor/lib64/android.hardware.graphics.mapper@3.0.so
7c42f1c000-7c42f24000 r--p 00000000 fd:04 10996007                       /vendor/lib64/libgralloctypes.so
7c42f24000-7c42f2f000 r-xp 00008000 fd:04 10996007                       /vendor/lib64/libgralloctypes.so
7c42f2f000-7c42f30000 r--p 00013000 fd:04 10996007                       /vendor/lib64/libgralloctypes.so
7c42f30000-7c42f31000 rw-p 00000000 00:00 0                              [anon:.bss]
7c42f48000-7c42f51000 r--p 00000000 fd:04 10995002                       /vendor/lib64/libcutils.so
7c42f51000-7c42f5c000 r-xp 00009000 fd:04 10995002                       /vendor/lib64/libcutils.so
7c42f5c000-7c42f5e000 r--p 00014000 fd:04 10995002                       /vendor/lib64/libcutils.so
7c42f5e000-7c42f5f000 rw-p 00016000 fd:04 10995002                       /vendor/lib64/libcutils.so
7c42fb0000-7c42fb8000 r--p 00000000 fd:04 11241659                       /vendor/lib64/hw/android.hardware.graphics.mapper@3.0-impl-qti-display.so
7c42fb8000-7c42fbc000 r-xp 00008000 fd:04 11241659                       /vendor/lib64/hw/android.hardware.graphics.mapper@3.0-impl-qti-display.so
7c42fbc000-7c42fbe000 r--p 0000c000 fd:04 11241659                       /vendor/lib64/hw/android.hardware.graphics.mapper@3.0-impl-qti-display.so
7c42fbe000-7c42fbf000 rw-p 00000000 00:00 0                              [anon:.bss]
7c42fc8000-7c42fd3000 r--p 00000000 fd:04 10993623                       /vendor/lib64/android.hardware.graphics.mapper@2.0.so
7c42fd3000-7c42fdf000 r-xp 0000b000 fd:04 10993623                       /vendor/lib64/android.hardware.graphics.mapper@2.0.so
7c42fdf000-7c42fe1000 r--p 00017000 fd:04 10993623                       /vendor/lib64/android.hardware.graphics.mapper@2.0.so
7c42fe1000-7c42fe2000 rw-p 00019000 fd:04 10993623                       /vendor/lib64/android.hardware.graphics.mapper@2.0.so
7c43021000-7c43024000 r--p 00000000 fd:04 10993579                       /vendor/lib64/android.hardware.graphics.common-V7-ndk.so
7c43024000-7c43027000 r-xp 00003000 fd:04 10993579                       /vendor/lib64/android.hardware.graphics.common-V7-ndk.so
7c43027000-7c43028000 r--p 00006000 fd:04 10993579                       /vendor/lib64/android.hardware.graphics.common-V7-ndk.so
7c43028000-7c43029000 rw-p 00007000 fd:04 10993579                       /vendor/lib64/android.hardware.graphics.common-V7-ndk.so
7c43053000-7c43062000 r--p 00000000 fd:04 10993638                       /vendor/lib64/android.hardware.graphics.mapper@4.0.so
7c43062000-7c43076000 r-xp 0000f000 fd:04 10993638                       /vendor/lib64/android.hardware.graphics.mapper@4.0.so
7c43076000-7c43079000 r--p 00023000 fd:04 10993638                       /vendor/lib64/android.hardware.graphics.mapper@4.0.so
7c43079000-7c4307a000 rw-p 00026000 fd:04 10993638                       /vendor/lib64/android.hardware.graphics.mapper@4.0.so
7c43086000-7c43092000 r--p 00000000 fd:04 10999015                       /vendor/lib64/vendor.qti.hardware.display.mapper@3.0.so
7c43092000-7c4309f000 r-xp 0000c000 fd:04 10999015                       /vendor/lib64/vendor.qti.hardware.display.mapper@3.0.so
7c4309f000-7c430a1000 r--p 00019000 fd:04 10999015                       /vendor/lib64/vendor.qti.hardware.display.mapper@3.0.so
7c430a1000-7c430a2000 rw-p 0001b000 fd:04 10999015                       /vendor/lib64/vendor.qti.hardware.display.mapper@3.0.so
7c430c9000-7c43109000 r--p 00000000 fd:04 10996070                       /vendor/lib64/libhidlbase.so
7c43109000-7c4316b000 r-xp 00040000 fd:04 10996070                       /vendor/lib64/libhidlbase.so
7c4316b000-7c43176000 r--p 000a2000 fd:04 10996070                       /vendor/lib64/libhidlbase.so
7c43176000-7c43177000 rw-p 000ad000 fd:04 10996070                       /vendor/lib64/libhidlbase.so
7c431b1000-7c431b3000 r--p 00000000 fd:04 10998139                       /vendor/lib64/libqdMetaData.so
7c431b3000-7c431b6000 r-xp 00002000 fd:04 10998139                       /vendor/lib64/libqdMetaData.so
7c431b6000-7c431b7000 r--p 00005000 fd:04 10998139                       /vendor/lib64/libqdMetaData.so
7c431b7000-7c431b8000 rw-p 00000000 00:00 0                              [anon:.bss]
7c431c6000-7c431c7000 r--p 00000000 fd:04 10996107                       /vendor/lib64/libion.so
7c431c7000-7c431c9000 r-xp 00001000 fd:04 10996107                       /vendor/lib64/libion.so
7c431c9000-7c431ca000 r--p 00003000 fd:04 10996107                       /vendor/lib64/libion.so
7c431ca000-7c431cb000 rw-p 00000000 00:00 0                              [anon:.bss]
7c43209000-7c43219000 r--p 00000000 fd:04 10999029                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.1.so
7c43219000-7c4322a000 r-xp 00010000 fd:04 10999029                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.1.so
7c4322a000-7c4322d000 r--p 00021000 fd:04 10999029                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.1.so
7c4322d000-7c4322e000 rw-p 00024000 fd:04 10999029                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.1.so
7c43255000-7c43265000 r--p 00000000 fd:04 10999024                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.0.so
7c43265000-7c4327a000 r-xp 00010000 fd:04 10999024                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.0.so
7c4327a000-7c4327d000 r--p 00025000 fd:04 10999024                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.0.so
7c4327d000-7c4327e000 rw-p 00028000 fd:04 10999024                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.0.so
7c43283000-7c4328e000 r--p 00000000 fd:04 10993628                       /vendor/lib64/android.hardware.graphics.mapper@2.1.so
7c4328e000-7c4329a000 r-xp 0000b000 fd:04 10993628                       /vendor/lib64/android.hardware.graphics.mapper@2.1.so
7c4329a000-7c4329c000 r--p 00017000 fd:04 10993628                       /vendor/lib64/android.hardware.graphics.mapper@2.1.so
7c4329c000-7c4329d000 rw-p 00019000 fd:04 10993628                       /vendor/lib64/android.hardware.graphics.mapper@2.1.so
7c432f3000-7c432f6000 r--p 00000000 fd:04 10996000                       /vendor/lib64/libgralloc.qti.so
7c432f6000-7c432f9000 r-xp 00003000 fd:04 10996000                       /vendor/lib64/libgralloc.qti.so
7c432f9000-7c432fa000 r--p 00006000 fd:04 10996000                       /vendor/lib64/libgralloc.qti.so
7c432fa000-7c432fb000 rw-p 00000000 00:00 0                              [anon:.bss]
7c43320000-7c43321000 r--p 00000000 fd:04 10993585                       /vendor/lib64/android.hardware.graphics.common@1.1.so
7c43321000-7c43322000 r-xp 00001000 fd:04 10993585                       /vendor/lib64/android.hardware.graphics.common@1.1.so
7c43322000-7c43323000 r--p 00002000 fd:04 10993585                       /vendor/lib64/android.hardware.graphics.common@1.1.so
7c43360000-7c43366000 r--p 00000000 fd:04 10996011                       /vendor/lib64/libgrallocutils.so
